"","well","SangerID","carbon","temperature","color","tmp","Acetate","Lactate","CorrectedOD","CellNperML","Cacid","Tmatches","glucose","glucose_consumption","Cglucose_consumption","Cglucose_consumption_percell","Cacid_percell","acid_glu_ratio","acid_glu_ratio_per_cell"
"129","F4","809","Fru",42,"blue",30,9.557468273,0.113310235,0.02806875,759245653.1,19.45486725,"No",0.147348872,0.560138664973684,55.4210562010456,7.29948943069499e-11,2.56239428840531e-11,0.351037468131705,0.351037468131705
"130","F5","913","Rib",42,"blue",30,10.20560301,0.278207436,0.06306875,1705978153,21.24582834,"No",0.150200181,0.557287355973684,55.1389429205011,3.23210135039174e-11,1.24537517099142e-11,0.385314393325096,0.385314393325096
"131","F6","925","Fru",37,"blue",30,11.2426186,1.168652324,0.07036875,1903439503,25.99119418,"No",0.191366493,0.516121043973684,51.0658791711008,2.68282123443462e-11,1.36548569781364e-11,0.508973792322544,0.508973792322544
"132","F7","929","Rib",37,"blue",30,7.068630865,0.214447185,0.03516875,951297103.1,14.78060329,"No",0.143932787,0.563554749973684,55.7590493634734,5.86137066766743e-11,1.55373155682219e-11,0.265079901087454,0.265079901087454
"133","F8","941","Fru",30,"blue",30,9.03896048,0.967477738,0.07046875,1906144453,20.98035417,"Yes",0.156695353,0.550792183973684,54.4962997413084,2.85898058017266e-11,1.1006696862339e-11,0.38498676551606,0.38498676551606
"134","F9","944","Rib",30,"blue",30,10.37411805,1.528128223,0.06896875,1865570203,25.33262077,"Yes",0.154745308,0.552742228973684,54.6892404545595,2.93150267765933e-11,1.35790230403889e-11,0.463210323629352,0.463210323629352
"135","F10","950","Fru",22,"blue",30,6.057540669,0.357358093,0.03706875,1002691153,13.18715562,"No",0.14320231,0.564285226973684,55.8313239793893,5.5681476606575e-11,1.3151762215658e-11,0.236196362186721,0.236196362186721
"136","F11","952","Rib",22,"blue",30,4.346464951,0.900419543,0.06586875,1781716753,11.39418853,"No",0.148933516,0.558554020973684,55.2642688737741,3.10174267490732e-11,6.39506167903221e-12,0.206176409499324,0.206176409499324
"137","G9","942","Fru",30,"blue",30,13.70553062,1.852426053,0.06466875,1749257353,32.9683394,"Yes",0.195095306,0.512392230973684,50.6969441773955,2.89819814622757e-11,1.88470492025995e-11,0.650302299969783,0.650302299969783
"138","G11","953","Rib",22,"blue",30,17.98321991,1.138970828,0.05156875,1394908903,39.38335231,"No",0.157570874,0.549916662973684,54.4096742294836,3.90058978851349e-11,2.8233637497975e-11,0.723829959795254,0.723829959795254
"139","A2","894","Glu",12,"blue",37,5.613907458,0,0.0032,86558400,11.22781492,"No",0.165808219,0.541679317973684,53.5946575403324,6.1917338514035e-10,1.29713753026858e-10,0.209495039903008,0.209495039903008
"141","A4","900","Glu",42,"blue",37,11.42714282,8.519708271,0.0676,1828546200,48.41341045,"No",0.147726027,0.559761509973684,55.3837398546504,3.02884006182892e-11,2.64764491321029e-11,0.874144840652809,0.874144840652809
"142","A5","904","Gal",42,"blue",37,13.33847915,2.74877609,0.0658,1779857100,34.92328657,"No",0.003068493,0.704419043973684,69.6963981713108,3.91584235449637e-11,1.96213991392905e-11,0.501077351001124,0.501077351001124
"143","A6","916","Glu",37,"blue",37,9.628043858,2.013652717,0.0648,1752807600,25.29704587,"Yes",0.005808219,0.701679317973684,69.4253250993803,3.96080694192451e-11,1.44323004247585e-11,0.364377780497074,0.364377780497074
"144","A7","920","Gal",37,"blue",37,11.02440874,3.059707633,0.0647,1750102650,31.22794038,"Yes",0.004164384,0.703323152973684,69.5879688831736,3.97622213092321e-11,1.78434907118162e-11,0.448754876470477,0.448754876470477
"145","A8","932","Glu",30,"blue",37,9.977960354,3.153735042,0.0817,2209944150,29.41712583,"No",0.004712329,0.702775207973684,69.5337542885759,3.14640323777304e-11,1.33112530603997e-11,0.423062527415309,0.423062527415309
"146","A9","936","Gal",30,"blue",37,11.00460215,3.992502263,0.0768,2077401600,33.98671108,"No",0.101662198,0.605825338973684,59.9413721258744,2.88540126886753e-11,1.63602026108e-11,0.566999217312365,0.566999217312365
"147","A10","945","Glu",22,"blue",37,7.805837203,1.015679998,0.0551,1490427450,18.6587144,"No",0.132383562,0.575103974973684,56.9017489980962,3.81781407730354e-11,1.25190356632253e-11,0.327911087594588,0.327911087594588
"148","A11","947","Gal",22,"blue",37,9.519107591,1.184501935,0.0493,1333540350,22.59172099,"No",0.184438356,0.523049180973684,51.7513606314167,3.88074951248507e-11,1.6941160415581e-11,0.436543517201464,0.436543517201463
"151","B4","901","Glu",42,"blue",37,10.26845707,2.293597955,0.0546,1476902700,27.417708,"No",0.009643836,0.697843700973684,69.0458227393126,4.67504208227886e-11,1.85643292547302e-11,0.397094377505175,0.397094377505175
"152","B5","905","Gal",42,"blue",37,10.58536257,1.506118411,0.06,1622970000,25.68908038,"No",0.002520548,0.704966988973684,69.7506127659086,4.29771423784226e-11,1.58284382212857e-11,0.368298992099405,0.368298992099405
"153","B6","917","Glu",37,"blue",37,8.310905352,2.679324027,0.0523,1414688850,24.65978279,"Yes",0.008547945,0.698939591973684,69.1542520274498,4.88830119976204e-11,1.74312413574193e-11,0.356590984169876,0.356590984169876
"154","B7","921","Gal",37,"blue",37,9.78979771,3.225324091,0.0738,1996253100,29.25556769,"Yes",0.011287671,0.696199865973684,68.8831789555193,3.45062351840653e-11,1.46552397038231e-11,0.424712798300025,0.424712798300025
"155","B8","933","Glu",30,"blue",37,8.85228559,1.731570492,0.0748,2023302600,22.89928266,"No",0.015671233,0.691816303973684,68.4494620008539,3.38305609852198e-11,1.13177745434618e-11,0.334542916637012,0.334542916637012
"156","B9","937","Gal",30,"blue",37,6.478795399,2.772282942,0.0746,2017892700,21.27443963,"No",-0.000219178,0.707706714973684,70.0216858378391,3.47004009865535e-11,1.05428993474232e-11,0.303826441415146,0.303826441415146
"157","B10","946","Glu",22,"blue",37,8.68392954,2.581022646,0.0697,1885350150,25.11092702,"No",-0.000219178,0.707706714973684,70.0216858378391,3.71398839827388e-11,1.33189726163068e-11,0.358616430317795,0.358616430317795
"158","B11","948","Gal",22,"blue",37,5.118742606,5.297132552,0.071,1920514500,26.12888287,"No",0.003616438,0.703871098973684,69.6421835767131,3.6262253462139e-11,1.36051474071141e-11,0.375187587867893,0.375187587867893
"159","C9","938","Gal",30,"blue",37,13.18702283,2.636237418,0.0573,1549936350,34.2827579,"No",0.126356164,0.581131372973684,57.4981098354967,3.70970781061407e-11,2.21188166210825e-11,0.596241476425638,0.596241476425638
"160","D2","897","Rib",12,"blue",37,4.087211054,0,6e-04,16229700,8.174422108,"No",0.146630137,0.560857399973684,55.4921690438459,3.41917404781641e-09,5.03670561254983e-10,0.147307669691937,0.147307669691937
"161","D9","939","Gal",30,"blue",37,6.848265053,0,5e-04,13524750,13.69653011,"No",0.14060274,0.566884796973684,56.0885297823047,4.14710288783931e-09,1.01270116711954e-09,0.244194849876794,0.244194849876794
"165","E4","908","Fru",42,"blue",37,8.769758115,1.194118375,0.0433,1171243350,21.12187135,"No",0.002520548,0.704966988973684,69.7506127659086,5.95526222333801e-11,1.80337172031756e-11,0.302819867990085,0.302819867990085
"166","E5","912","Rib",42,"blue",37,11.70113404,0.990036159,0.0412,1114439400,26.37237655,"No",0.005260274,0.702227262973684,69.4795396939781,6.23448342673259e-11,2.36642535700012e-11,0.379570398223086,0.379570398223086
"167","E6","924","Fru",37,"blue",37,9.080061422,2.131186977,0.0611,1652724450,24.55368378,"Yes",0.012931507,0.694556029973684,68.7205350727844,4.15801527428147e-11,1.4856489707041e-11,0.357297622231758,0.357297622231758
"168","E7","928","Rib",37,"blue",37,8.310905352,1.320200581,0.0363,981896850,20.58241245,"Yes",0.011287671,0.696199865973684,68.8831789555193,7.01531723576864e-11,2.09618886647818e-11,0.29880172143755,0.29880172143755
"169","E8","940","Fru",30,"blue",37,7.594566866,2.418611668,0.0639,1728463050,22.44496874,"No",0.007452055,0.700035481973684,69.2626812166454,4.00718321497503e-11,1.29855068293187e-11,0.324055730239417,0.324055730239417
"170","E9","943","Rib",30,"blue",37,6.346751439,1.723022546,0.0383,1035995850,17.86257052,"No",0.152657534,0.554830002973684,54.8958083053872,5.29884442156667e-11,1.72419325038802e-11,0.325390427273243,0.325390427273243
"171","E10","949","Fru",22,"blue",37,7.901569074,2.916529534,0.0716,1936744200,24.55272675,"No",0.002520548,0.704966988973684,69.7506127659086,3.60143651215832e-11,1.26773203967772e-11,0.352007326909111,0.352007326909111
"172","E11","951","Rib",22,"blue",37,4.111907406,1.814912968,0.0475,1284851250,13.66855372,"No",0.171835616,0.535651920973684,52.9982968018737,4.12485856256697e-11,1.06382382552066e-11,0.257905528004001,0.257905528004001
"173","F2","893","Fru",12,"blue",37,13.29556486,1.132145765,0.0113,305659350,29.98756702,"No",0.120328767,0.587158769973684,58.0944705739554,1.90062795638201e-10,9.81078021006064e-11,0.516186251870997,0.516186251870997
"174","F3","897","Rib",12,"blue",37,9.037147135,1.65570747,0.0159,430087050,23.04141668,"No",0.125260274,0.582227262973684,57.6065390246922,1.33941580023607e-10,5.35738443647629e-11,0.399979187607914,0.399979187607914
"175","F4","809","Fru",42,"blue",37,16.74191223,0.735734759,0.0281,760090950,35.69102874,"No",0.000328767,0.707158769973684,69.9674712432413,9.20514462686884e-11,4.69562606159171e-11,0.510108884969137,0.510108884969137
"176","F5","913","Rib",42,"blue",37,16.29296277,1.383241684,0.0451,1219932450,36.73565059,"No",-0.001315068,0.708802604973684,70.1301150270346,5.74868838246205e-11,3.01128563224956e-11,0.52382133660894,0.52382133660894
"177","F6","925","Fru",37,"blue",37,23.13944212,2.606666485,0.068,1839366000,54.0988837,"Yes",0.000876712,0.706610824973684,69.9132566486436,3.80094318632853e-11,2.94117014775743e-11,0.773800081605119,0.773800081605119
"178","F7","929","Rib",37,"blue",37,11.92560877,0.84365258,0.0443,1198292850,26.38217528,"Yes",0.003068493,0.704419043973684,69.6963981713108,5.81630760554992e-11,2.20164672433788e-11,0.378529966715837,0.378529966715837
"179","F8","941","Fru",30,"blue",37,12.95555166,2.422885641,0.0639,1728463050,33.17976025,"No",0.004712329,0.702775207973684,69.5337542885759,4.02286611151889e-11,1.91961061880958e-11,0.477174871247407,0.477174871247407
"180","F9","944","Rib",30,"blue",37,11.05411863,3.326830952,0.0645,1744692750,32.08873012,"No",0.004712329,0.702775207973684,69.5337542885759,3.98544410117918e-11,1.83921954854229e-11,0.461484216526362,0.461484216526362
"181","F10","950","Fru",22,"blue",37,11.46675601,0.565844329,0.0502,1357884900,24.631045,"No",0.128547945,0.578939591973684,57.2812513581639,4.21841728692645e-11,1.81392730709355e-11,0.43000186650932,0.43000186650932
"182","F11","952","Rib",22,"blue",37,9.515806492,2.384419883,0.0704,1904284800,26.18487263,"No",0.003616438,0.703871098973684,69.6421835767131,3.65713067586913e-11,1.37505023565803e-11,0.375991551171806,0.375991551171806
"183","G9","942","Fru",30,"blue",37,17.46471212,3.930130792,0.0671,1815021450,46.71981662,"No",0.002520548,0.704966988973684,69.7506127659086,3.84296355097669e-11,2.57406415885608e-11,0.669812275008928,0.669812275008928
"184","G11","953","Rib",22,"blue",37,22.61090197,2.194312918,0.0355,960257250,51.80474269,"No",0.139506849,0.567980687973684,56.1969590704419,5.85228167456605e-11,5.39488170383509e-11,0.921842454590179,0.921842454590179
"185","A2","894","Glu",12,"blue",42,1.902250439,0,0.00045625,12341334.38,3.804500878,"No",0.176997929,0.530489607973684,52.4875289210065,4.25298653329305e-09,3.08273057098709e-10,0.0724839015326052,0.0724839015326052
"186","A3","898","Gal",12,"blue",42,1.366409169,0,0.00045625,12341334.38,2.732818338,"No",0.180873771,0.526613765973684,52.1040466321728,4.22191353283572e-09,2.21436212151315e-10,0.0524492532661093,0.0524492532661093
"187","A4","900","Glu",42,"blue",42,12.74984662,2.162173282,0.07785625,2105972634,31.98621309,"Yes",0.206709997,0.500777539973684,49.5477672272576,2.35272607190287e-11,1.51883327321527e-11,0.645563158139718,0.645563158139718
"188","A5","904","Gal",42,"blue",42,10.91586609,2.797926781,0.04515625,1221453984,30.22551252,"Yes",0,0.707487536973684,70,5.73087491767516e-11,2.47455187963921e-11,0.431793036,0.431793036
"189","A6","916","Glu",37,"blue",42,10.17908434,2.062803407,0.06425625,1738099434,26.5465789,"No",0,0.707487536973684,70,4.02738753782944e-11,1.52733372905523e-11,0.379236841428571,0.379236841428571
"190","A7","920","Gal",37,"blue",42,11.13275422,2.657954162,0.06385625,1727279634,30.23937093,"No",0,0.707487536973684,70,4.05261537403156e-11,1.75069342188516e-11,0.431991013285714,0.431991013285714
"191","A8","932","Glu",30,"blue",42,8.740605693,0.645981324,0.05475625,1481129184,19.41915536,"No",0.165645439,0.541842097973684,53.6107632657403,3.61958726118385e-11,1.31110476856285e-11,0.36222493725266,0.36222493725266
"192","A9","936","Gal",30,"blue",42,8.699141786,2.981707624,0.04785625,1294487634,26.34340644,"No",0.153253012,0.554234524973684,54.8368907162826,4.23618497975413e-11,2.03504504392971e-11,0.480395698879001,0.480395698879001
"193","A10","945","Glu",22,"blue",42,0.712555238,0.034803171,0.00125625,33980934.38,1.529519989,"No",0.149810671,0.557676865973684,55.1774816912569,1.62377764761326e-09,4.50111221750342e-11,0.0277200035615681,0.0277200035615681
"194","A11","947","Gal",22,"blue",42,0.92625384,0,0.00125625,33980934.38,1.85250768,"No",0.159449225,0.548038311973684,54.2238270404823,1.59571324420074e-09,5.45160900899277e-11,0.0341640894991967,0.0341640894991967
"195","B2","895","Glu",12,"blue",42,1.83527028,0,5.63e-05,1521534.375,3.67054056,"No",0.165695965,0.541791571973684,53.6057641388085,3.52313855142501e-08,2.41239410709995e-09,0.0684728707624684,0.0684728707624684
"196","B3","899","Gal",12,"blue",42,1.120815254,0,0.00025625,6931434.375,2.241630507,"No",0.176335716,0.531151820973684,52.5530493826082,7.58184331545492e-09,3.23400667989445e-10,0.0426546229635504,0.0426546229635504
"197","B4","901","Glu",42,"blue",42,10.4693317,2.298940421,0.05185625,1402685634,27.83548465,"Yes",0,0.707487536973684,70,4.99042681433779e-11,1.98444212839211e-11,0.397649780714286,0.397649780714286
"198","B5","905","Gal",42,"blue",42,10.75319999,1.963433533,0.05305625,1435145034,27.39670057,"Yes",0,0.707487536973684,70,4.87755581085054e-11,1.9089848009048e-11,0.391381436714286,0.391381436714286
"199","B6","917","Glu",37,"blue",42,10.38959341,4.283132434,0.05685625,1537933134,33.62858412,"No",0,0.707487536973684,70,4.55156329312819e-11,2.18660898686379e-11,0.480408344571429,0.480408344571429
"200","B7","921","Gal",37,"blue",42,3.873380825,0,0.06255625,1692115284,7.74676165,"No",0.153539835,0.553947701973684,54.8085119690246,3.23905306495799e-11,4.57815240087389e-12,0.14134230928178,0.14134230928178
"201","B8","933","Glu",30,"blue",42,0.55307867,0,0.00055625,15046284.38,1.10615734,"No",0.15561049,0.551877046973684,54.6036379006841,3.62904465459027e-09,7.35169768205591e-11,0.0202579421908104,0.0202579421908104
"202","B9","937","Gal",30,"blue",42,9.471008377,2.687871974,0.05345625,1445964834,27.00563267,"No",0.045851746,0.661635790973684,65.4633515754506,4.52731283888544e-11,1.86765487202713e-11,0.412530553662141,0.412530553662141
"203","B10","946","Glu",22,"blue",42,9.659190728,3.747817303,0.03855625,1042927284,30.56183336,"No",0.216850317,0.490637219973684,48.5444670093678,4.65463582687974e-11,2.93038966655321e-11,0.629563681358421,0.629563681358421
"204","B11","948","Gal",22,"blue",42,10.26839122,2.421817148,0.03815625,1032107484,27.80223388,"No",0.138482803,0.569004733973684,56.2982798941367,5.45469156719502e-11,2.69373435528736e-11,0.493838069871394,0.493838069871394
"205","C9","938","Gal",30,"blue",42,5.526070181,0,0.00065625,17751234.38,11.05214036,"No",0.149393273,0.558094263973684,55.2187797473682,3.11070084284292e-09,6.2261249687809e-10,0.200151839837184,0.200151839837184
"206","D2","897","Rib",12,"blue",42,6.964929307,0,0.00255625,69145284.38,13.92985861,"No",0.152131392,0.555356144973684,54.947865674705,7.94672639897313e-10,2.01457825141712e-10,0.253510458303616,0.253510458303616
"207","D9","939","Gal",30,"blue",42,2.635389233,0,0.00085625,23161134.38,5.270778466,"No",0.164403046,0.543084490973684,53.7336877067446,2.31999378031952e-09,2.27569961795628e-10,0.098090763745188,0.098090763745188
"209","E2","892","Fru",12,"blue",42,1.911819033,0,0.00305625,82670034.38,3.823638066,"No",0.164037807,0.543449729973684,53.7698250641734,6.50414935320042e-10,4.62518020547121e-11,0.071111223840445,0.071111223840445
"210","E3","896","Rib",12,"blue",42,1.079351346,0.279488131,0.00055625,15046284.38,2.997167084,"No",0.159615275,0.547872261973684,54.2073977758062,3.60270990543422e-09,1.99196493187642e-10,0.0552907390315219,0.0552907390315219
"211","E4","908","Fru",42,"blue",42,11.71324893,1.019953971,0.04945625,1337766834,26.48635977,"Yes",0,0.707487536973684,70,5.23260094516591e-11,1.97989358809295e-11,0.378376568142857,0.378376568142857
"212","E5","912","Rib",42,"blue",42,11.9747905,1.194118375,0.04745625,1283667834,27.53193613,"Yes",0,0.707487536973684,70,5.45312409845739e-11,2.1447866341099e-11,0.393313373285714,0.393313373285714
"213","E6","924","Fru",37,"blue",42,2.788940159,0,0.01055625,285541284.4,5.577880319,"No",0.13154036,0.575947176973684,56.9851768140157,1.99568958771608e-10,1.95344092911841e-11,0.0978830045084303,0.0978830045084303
"214","E7","928","Rib",37,"blue",42,11.63032111,1.320200581,0.15155625,4099520784,27.22124397,"No",0,0.707487536973684,70,1.70751665104865e-11,6.64010390586179e-12,0.388874913857143,0.388874913857143
"215","E8","940","Fru",30,"blue",42,9.049990236,0.841515594,0.04985625,1348586634,20.62452725,"No",0,0.707487536973684,70,5.19061944076779e-11,1.52934388714993e-11,0.294636103571429,0.294636103571429
"216","E9","943","Rib",30,"blue",42,0.543510076,0,0.00055625,15046284.38,1.087020152,"No",0.145977187,0.561510349973684,55.5567730087377,3.69239153040238e-09,7.22450888569474e-11,0.0195659339650458,0.0195659339650458
"217","E10","949","Fru",22,"blue",42,7.550910493,0.879981352,0.03645625,986123334.4,17.74176504,"No",0.146983634,0.560503902973684,55.4571934595327,5.62375836013203e-11,1.7991426042864e-11,0.31991819154978,0.31991819154978
"218","E11","951","Rib",22,"blue",42,0.651954142,0,0.00055625,15046284.38,1.303908285,"No",0.159292045,0.548195491973684,54.2393786925256,3.60483540804415e-09,8.66598192662898e-11,0.0240398823959922,0.0240398823959922
"219","F2","893","Fru",12,"blue",42,3.107893296,0,0.00055625,15046284.38,6.215786593,"No",0.168804574,0.538682962973684,53.2981931659956,3.54228272043304e-09,4.13111066893181e-10,0.116622838857616,0.116622838857616
"220","F3","897","Rib",12,"blue",42,4.007341142,0,0.00045625,12341334.38,8.014682284,"No",0.154795998,0.552691538973684,54.6842251011935,4.43098156304825e-09,6.49417805013723e-10,0.146562967092773,0.146562967092773
"221","F4","809","Fru",42,"blue",42,14.32866465,1.46978964,0.05145625,1391865834,33.06669822,"Yes",0,0.707487536973684,70,5.02922036665209e-11,2.37571017351375e-11,0.472381403142857,0.472381403142857
"222","F5","913","Rib",42,"blue",42,12.00668581,2.14187191,0.04175625,1129485684,30.43898736,"Yes",0,0.707487536973684,70,6.19751104344232e-11,2.69494229021144e-11,0.434842676571429,0.434842676571429
"223","F6","925","Fru",37,"blue",42,7.225578293,0,0.00045625,12341334.38,14.45115659,"No",0.169211821,0.538275715973684,53.2578994667993,4.3154085147476e-09,1.17095576094422e-09,0.271342969487724,0.271342969487724
"224","F7","929","Rib",37,"blue",42,14.49452028,2.016858197,0.05475625,1481129184,35.03961515,"No",0,0.707487536973684,70,4.72612387603862e-11,2.36573659668028e-11,0.500565930714286,0.500565930714286
"225","F8","941","Fru",30,"blue",42,7.273421264,0,0.02795625,756202584.4,14.54684253,"No",0.156438403,0.551049133973684,54.5217228039915,7.20993605797461e-11,1.92367003632261e-11,0.266808196474214,0.266808196474214
"226","F9","944","Rib",30,"blue",42,14.64123873,3.761707715,0.03045625,823826334.4,40.5676006,"No",0.150764958,0.556722578973684,55.0830629396761,6.68624692360601e-11,4.92429033960728e-11,0.736480479388507,0.736480479388507
"227","F10","950","Fru",22,"blue",42,3.270559396,0,0.00165625,44800734.38,6.541118792,"No",0.168502348,0.538985188973684,53.3280959118313,1.19033977120781e-09,1.46004722523479e-10,0.12265802257059,0.12265802257059
"228","F11","952","Rib",22,"blue",42,2.81445641,0,0.00245625,66440334.38,5.628912821,"No",0.172288923,0.535198613973684,52.9534458492537,7.97007515741731e-10,8.47213198658197e-11,0.106299273460394,0.106299273460394
"229","G9","942","Fru",30,"blue",42,14.85921046,2.029415716,0.04165625,1126780734,35.80666807,"No",0.152094635,0.555392901973684,54.9515024737517,4.87685854182804e-11,3.17778490433437e-11,0.651604896282928,0.651604896282928
"230","G11","953","Rib",22,"blue",42,4.268688782,0,0.00045625,12341334.38,8.537377564,"No",0.162702879,0.544784657973684,53.9019050728188,4.36759133276306e-09,6.9177102743731e-10,0.158387306579729,0.158387306579729
